NO RVI,TYPE,PUBLIC PLACE ID,DESCRIPTION,ADDRESSE,More Information,Borough,Latitude,Longitude,Altitude
2929,ECOLE,CFCALIXALA,Centre de formation Calixa-Lavallee,4555 d'Amos RU MONTREAL-NORD H1G5X3,Formation center Calixa-Lavallee. Via the parking by the door # 15.,MONTREAL-NORD,45.6085,-73.6172,100
4260,LOISIRS,CGOLD2,Centre de formation et de recherche Gold,5703 Ferrier RU VILLE MONT-ROYAL H9H2E6,Center for Research and Training Gold . Via the main entrance,MONT-ROYAL,45.5196,-73.6386,100
4207,CDJ,CCOMMBRHEA,Centre de jour Berthe-Rheaume,5225 Berri RU MONTREAL (PLATEAU MONT-ROYAL) H1T2W7,Day care center Berthe-Rheaume. Via the main entrance.,PLATEAU MONT-ROYAL,45.526,-73.58,100
4253,CDJ,CDJCREMAZI,Centre de Jour Cremazie,1350 Cremazie BV E CDJ MONTREAL (VILLERAY/ST-MICHEL/PARC EXT) H2E1A1,Cremazie day center. Via the parking lot at the door identifie: ENTREE PRINCIPALE-ADMINISTRATION.,VILLERAY,45.5556,-73.617,100
4210,CDJ,CDJCUMJEWI,Centre de jour Cumming Jewish,5700 de Westbury AV MONTREAL (COTE-DES-NEIGES/NDG) H3W1M6,Cumming Jewish day care center. Via the main entrance.,COTE-DES-NEIGES,45.496,-73.6247,100
4215,CDJ,CDJDDESORM,Centre de jour Dollard-des-Ormeaux,197 Thornhill RU Centre de jour DOLLARD-DES-ORMEAUX H1Z2C2,Dollar-des-Ormeaux day Center. Via the entrance at the back of the building.,DOLLARD-DES-ORMEAUX,45.4935,-73.8275,100
4238,CDJ,CDJEMILGAM,Centre de jour Emillie Gamelin,1440 Dufresne RU MONTREAL (VILLE-MARIE) H2K3J3,Emillie Gamelin day center. Via the main entrance.,VILLE-MARIE,45.5126,-73.554,100
4248,CDJ,hldcjuifjo,Centre de jour HÃ´pital Juif,5750 Lavoie RU Centre de jour MONTREAL (COTE-DES-NEIGES/NDG) H1Z2C2,Montreal Manoir Juif Day center. Via the Residence main entrance.,COTE-DES-NEIGES,45.496,-73.6247,100
4240,CDJ,HVETERANSL,Centre de jour Liaison HÃ´pital Veterans,305 des Anciens-Combattants BV Centre de Liaison SAINTE-ANNE-DE-BELLEVUE H9X1Y9,Veterans Hospital Day center. Via the entrance at the back of the building.,SAINTE-ANNE-DE-BELLEVUE,45.4069,-73.9512,100
4247,CDJ,CDJLEXPRES,Centre de jour Libres Expressions,14115 Prince-Arthur RU CDJ MONTREAL (POINTE-AUX-TREMBLES/RDP) H1B0A7,Libres Expressions Day center. Via the main entrance.,POINTE-AUX-TREMBLES,45.6473,-73.494,100
4245,CDJ,MANOIRCDJ,Centre de jour Manoir Verdun,5500 LaSalle BV CDJ VERDUN H4E2P4,Manoir Verdun Day center. Via the main door.,VERDUN,45.4615,-73.5674,100
4216,CDJ,CPBOURGOGN,Centre de jour Petite Bourgogne,1825 Notre-Dame RU O MONTREAL (SUD-OUEST) H3J2Y4,Centre sportif Petite Bourgogne. By the back door of the building on des Seigneurs Street.,SUD-OUEST,45.4791,-73.5812,100
4237,CDJ,CDJREVAVEN,Centre de jour RÃªv'avenir,10794 Lajeunesse RU #102 MONTREAL (AHUNTSIC/CARTIERVILLE) H3L2E8,RÃªv'avenir day center. Via the back entrance on Berri Street.,AHUNTSIC,45.5539,-73.667,100
4259,CDJ,CDLRDP,Centre de jour Riviere des Prairies,8655a Perras BV MONTREAL (POINTE-AUX-TREMBLES/RDP) H2H1C4,Riviere-des-Prairies Day center. Via the east side of the parking lot.,POINTE-AUX-TREMBLES,45.6473,-73.494,100
4242,CDJ,CRMAJOR,Centre de jour Rolland Major,12235 Grenet RU Centre de Jour MONTREAL (AHUNTSIC/CARTIERVILLE) H4J2N9,Roland Major Day Center. Via the entrance to the parking lot with TA pictogram.,AHUNTSIC,45.5539,-73.667,100
4241,CDJ,CSDESNOYER,Centre de jour Sarto Desnoyers,1335 du Bord-du-Lac - Lakeshore CH DORVAL H4E1M8,Sarto Desnoyers Day center. Via the main entrance.,DORVAL,45.4501,-73.7491,100
4243,CDJ,CSANTESTHE,Centre de jour St-Henri,5205 Notre-Dame RU O Centre de jour MONTREAL (SUD-OUEST) H4C3L2,St-Henri Day center. Via the main entrance.,SUD-OUEST,45.4791,-73.5812,100
4222,ARDI,CDJSTMGRT,Centre de Jour St-Margaret,50 Hillside AV Centre de jour St-Margaret WESTMOUNT H3Z1V9,St-Margaret day center. Via the day center.,WESTMOUNT,45.4888,-73.587,100
4213,CDJ,CJSTMATHIE,Centre de jour St-Mathieu,7110 8e AV MONTREAL (VILLERAY/ST-MICHEL/PARC EXT) H2A3C4,Saint-Mathieu day center. Via the parking lot on the south side of the building at the south door.,VILLERAY,45.5556,-73.617,100
4244,CDJ,CTRIEST,Centre de jour Triest,4900 Lapointe BV CDJ MONTREAL (HOCHELAGA/MAISONNEUVE) H1K4W9,Triest Day center. Via the day Center entrance.,HOCHELAGA,45.5498,-73.5416,100
4790,PARC,INTERCNATU,Centre de la Nature de Laval,901 du Parc AV LAVAL (SAINT-VINCENT-DE-PAUL) H7E2T7,Centre de la Nature de Laval . Via Administration Chalet entrance,SAINT-VINCENT-DE-PAUL,45.6063,-73.6559,100
4098,LOISIRS,CALPHASALK,Centre de loisirs ALPHA,11121 Salk AV MONTREAL-NORD H1G4Z1,Centre de loisir Alpha . Via the back entrance by the parking lot,MONTREAL-NORD,45.6085,-73.6172,100
4181,LOISIRS,CDOMINION,Centre de loisirs Dominion,525 Dominion RU MONTREAL (SUD-OUEST) H3J0A1,"Dominion  sport centre and development, by entrance at 2290 Workman.",SUD-OUEST,45.4791,-73.5812,100
4093,LOISIRS,CPLATEAU,Centre de loisirs du Plateau,2275 Saint-Joseph BV E MONTREAL (PLATEAU MONT-ROYAL) H3L2B2,Le Plateau center . Via the main entrance,PLATEAU MONT-ROYAL,45.526,-73.58,100
4099,LOISIRS,CERIVET,Centre de loisirs Edouard Rivet,11111 Notre-Dame RU E MONTREAL-EST H1A5G2,Edouard Rivet Sport center . Via the main entrance,,,,100
4090,LOISIRS,CGADBOIS,Centre de loisirs Gadbois,5485 de la Cote-Saint-Paul CH MONTREAL (SUD-OUEST) H3W3E6,Gadbois Sport Complex . Via the main entrance,SUD-OUEST,45.4791,-73.5812,100
4143,LOISIRS,CMGIROUX,Centre de loisirs Marcel Giroux,4501 Bannantyne AV VERDUN H4H1J9,Marcel Giroux Centre . Via the main entrance,VERDUN,45.4615,-73.5674,100
4167,LOISIRS,CMARQUETTE,Centre de loisirs Pere Marquette,1600 De Drucourt RU MONTREAL (ROSEMONT) H1W1Y6,Pere Marquette Sports Centre . Via the main entrance,ROSEMONT,45.5585,-73.5901,100
4104,LOISIRS,CPPELADEAU,Centre de loisirs Pierre-Peladeau,300 De Maisonneuve BV E MONTREAL (VILLE-MARIE) H2W0A1,Pierre Peladeau Center . Via the main entrance at 300 de Maisonneuve East,VILLE-MARIE,45.5126,-73.554,100
4091,LOISIRS,CIREMEMBRA,Centre de loisirs Remembrance,3195 Remembrance RU LACHINE H4B2L1,Centre de loisirs Remembrance . Via the main entrance,LACHINE,45.4413,-73.6871,100
4134,LOISIRS,CROUSSIN,Centre de loisirs Roussin,12125 Notre-Dame RU E MONTREAL (POINTE-AUX-TREMBLES/RDP) H1A1T5,Roussin community centre. Via the rear parking lot at door #513,POINTE-AUX-TREMBLES,45.6473,-73.494,100
4096,LOISIRS,CSTLAURENT,Centre de loisirs St-Laurent,1375 Grenet RU SAINT-LAURENT H4M1T1,Centre de loisirs Saint-Laurent . Via the back door parking lot at T A signpost,SAINT-LAURENT,45.5003,-73.703,100
3657,MEDICAL,CPRELEVEM,Centre de Prelevement CLSC Mercier,9503 Sherbrooke RU E MONTREAL (HOCHELAGA/MAISONNEUVE) H1L6P2,Mercier CLSC prelevement center /Via Sherbrooke west of the main door,HOCHELAGA,45.5498,-73.5416,100
3665,MEDICAL,CRMMMAB,Centre de readaptation MAB-Mackay,7000 Sherbrooke RU O MONTREAL (COTE-DES-NEIGES/NDG) H1X2C8,MAB site. Via the main entrance,COTE-DES-NEIGES,45.496,-73.6247,100
1617,MEDICAL,HLDMCLARAC,Centre de Readaptation Marie Clarac,3530 Gouin BV E MONTREAL-NORD H4L4Y6,Marie Clarac readaptation Center . Via ambulance entrence,MONTREAL-NORD,45.6085,-73.6172,100
3642,MEDICAL,CDRSANTVIE,Centre de Recherche Sante Vieillissement,4545 Queen-Mary CH MONTREAL (COTE-DES-NEIGES/NDG) H3W1W5,Health Aging Research Center . Via through the main entrance in the front parking,COTE-DES-NEIGES,45.496,-73.6247,100
6084,ARDI,REPITANGEL,Centre de Repit Angelman,14400 Gouin BV O PIERREFONDS/ROXBORO H4R2C3,The Angelman Respite Center . Via the parking lot at  T A signpost door,,,,100
3664,ARDI,REPITPHILO,Centre de repits Philou,2450 Cote-Sainte-Catherine CH MONTREAL (COTE-DES-NEIGES/NDG) H3T1C5,"Philou center, by 2450C on Stirling Street.",COTE-DES-NEIGES,45.496,-73.6247,100
3677,MEDICAL,CDPARISLOF,Centre Dentaire Parisloft,83 Rachel RU E MONTREAL (PLATEAU MONT-ROYAL) H2W2T6,Centre Dentaire Parisloft  via entrance facing 4211 Coloniale,PLATEAU MONT-ROYAL,45.526,-73.58,100
2937,ECOLE,CEDUADOUT1,Centre Education des Adultes Outremont,500 Dollard BV OUTREMONT H2V3G2,Outremont Adult Education Center. Via the main entrance.,OUTREMONT,45.515,-73.605,100
2922,ECOLE,CEDUADUOUT,Centre Education des Adultes Outremont,1450 Filion RU SAINT-LAURENT H4L4E8,Centre for Adult Education Building Filion. Via the main entrance.,SAINT-LAURENT,45.5003,-73.703,100
4251,CDJ,CESPOIRGOD,Centre Espoir Nouveau New Hope Center,6225 Godfrey AV MONTREAL (COTE-DES-NEIGES/NDG) H4B1K3,New Hope Center for the Elderly. Via the side door with TA Pictogram.,COTE-DES-NEIGES,45.496,-73.6247,100
3589,HOPITAL,CHUM,Centre Hospitalier de Universite de MTL,1000 Saint-Denis RU Entree principale MONTREAL (VILLE-MARIE) H2X0C1,University of Montreal Hospital Center. Via the main entrance at 1000 Rue Saint-Denis. In the departures lounge.,VILLE-MARIE,45.5126,-73.554,100
3590,HOPITAL,HMRDIALYS,Centre integre Dialyse Raymond Barcelo,5500 Rosemont BV MONTREAL (ROSEMONT) H1T4B3,Centre integre Dialyse Raymond Barcelo VIA the main door,ROSEMONT,45.5585,-73.5901,100
4264,LOISIRS,CJCMALEPAR,Centre Jean-Claude Malepart,2633 Ontario RU E MONTREAL (VILLE-MARIE) H1Z2A7,,VILLE-MARIE,45.5126,-73.554,100
6091,ARDI,CLICDELEST,Centre Local d'Initiatives Communautair,7995 Blaise-Pascal AV MONTREAL (POINTE-AUX-TREMBLES/RDP) H1E5G8,CLIC du Nord-Est Via the main door,POINTE-AUX-TREMBLES,45.6473,-73.494,100
2906,ECOLE,CMACKAY,Centre Mackay,3500 Decarie BV MONTREAL (COTE-DES-NEIGES/NDG) H9G2W1,Mackay Centre  . Via the entrance by the parking lot on Decarie,COTE-DES-NEIGES,45.496,-73.6247,100
2932,ECOLE,MARIEMEDIA,Centre Marie Mediatrice,6200 des Ecores RU MONTREAL (ROSEMONT) H2G2J6,"Centre Marie Mediatrice: Via Louis-Hemon street, first door on Louis-Hemon corner de Bellechasse",ROSEMONT,45.5585,-73.5901,100
3637,MEDICAL,CMEDPREACP,Centre Medecine Preventive Activite Phys,5055 Saint-Zotique RU E MONTREAL (ROSEMONT) H1T1C8,Centre de Medecine Preventive et d'Activite Physique . Via the main entrance,ROSEMONT,45.5585,-73.5901,100
3638,MEDICAL,CMEDBRUNSW,Centre Medical Brunswick,955 Saint-Jean BV Centre Medical Brunswick POINTE-CLAIRE H4N1Y7,Brunswick Medical Center . Via the main entrance,POINTE-CLAIRE,45.4486,-73.8167,100
3615,MEDICAL,CLINHLAGA,Centre Medical Hochelaga,9080 Hochelaga RU MONTREAL (HOCHELAGA/MAISONNEUVE) H1N3M5,Hochelaga Medical Centre . Via the main entrance,HOCHELAGA,45.5498,-73.5416,100
3641,MEDICAL,CMEDPHYSIM,Centre Medical Physimed,6363 Transcanadienne VO SAINT-LAURENT H9R1Y4,Physimed Medical Centre . Via by the ramp at the back,SAINT-LAURENT,45.5003,-73.703,100
3663,MEDICAL,CMSTANDRE,Centre Medical Saint-Andre,8133 Andre-Ampere AV MONTREAL (POINTE-AUX-TREMBLES/RDP) H1M3V3,Centre Medical Saint-Andre. Via l'entree principale.,POINTE-AUX-TREMBLES,45.6473,-73.494,100
6019,ARDI,CMYRODENC,Centre Miriam Royden,8160 Royden CH VILLE MONT-ROYAL H4P2T2,Royden workshop  . Via by door A,MONT-ROYAL,45.5196,-73.6386,100
6017,ARDI,CMYRODENA,Centre Miriam Royden,8160 Royden CH Porte A VILLE MONT-ROYAL H4P2T2,Royden workshop door A . Via by door A,MONT-ROYAL,45.5196,-73.6386,100
6055,ARDI,SHBRONF,Centre Miriam/Square Harry Bronfman,5725 de Westbury AV CRDI MONTREAL (COTE-DES-NEIGES/NDG) H3W1M6,Centre Miriam/Square Harry Bronfman workshop. Via the entrance of the residence at the bottom of the driveway.,COTE-DES-NEIGES,45.496,-73.6247,100
3606,MEDICAL,CORHOPAVIG,Centre Orthopedique Andre Viger,8560 Saint-Hubert RU #120 MONTREAL (VILLERAY/ST-MICHEL/PARC EXT) H2P1Z7,Andre Viger Orthopedic Centre . VIA the main door,VILLERAY,45.5556,-73.617,100
4128,STADE,CPCHARBONN,Centre Pierre-Charbonneau,3000 Viau RU MONTREAL (HOCHELAGA/MAISONNEUVE) H1V3J3,Pierre Charbonneau Sports Centre . Via the main entrance at the ticket office,HOCHELAGA,45.5498,-73.5416,100
4094,LOISIRS,CREBEACONS,Centre Recreatif Beaconsfield,1974 City Lane AL BEACONSFIELD H9W4T9,Beaconsfield Recreatif center . Via at the ramp of the main entrance,BEACONSFIELD,45.4312,-73.8654,100
4089,LOISIRS,CLEONARDOD,Centre Recreatif Leonardo Da Vinci,8370 Lacordaire BV Centre SAINT-LEONARD H2E2N4,Centre Recreatif Leonardo Da Vinci . Via back of the parking lot by des Galets street at T A signpost,SAINT-LEONARD,45.5931,-73.587,100
4123,LOISIRS,CST-PIERRE,Centre Saint-Pierre,1212 Panet RU MONTREAL (VILLE-MARIE) H1V2M7,"Centre Saint-Pierre . Via the entrance on the northwest side , Paratransit pictogram",VILLE-MARIE,45.5126,-73.554,100
5317,THEATRE,CENTRSEGAL,Centre SEGAL des arts de la scene,5170 Cote-Sainte-Catherine CH MONTREAL (COTE-DES-NEIGES/NDG) H3W1M7,Segal Centre. Via Westbury street entrance,COTE-DES-NEIGES,45.496,-73.6247,100
3650,MEDICAL,CSADGACHUM,Centre Service Amb. Dialyse Gaspe CHUM,5455 De Gaspe AV MONTREAL (PLATEAU MONT-ROYAL) H2T3B3,Le Centre de Service Ambulatoire de Dialyse de Gaspe CHUM . By the ramp on the side door at T A signpost,PLATEAU MONT-ROYAL,45.526,-73.58,100
4106,STADE,CSROBILLA,Centre Sportif Claude-Robillard,1000 Emile-Journault AV CCR MONTREAL (AHUNTSIC/CARTIERVILLE) H1V3J3,Claude Robillard Sports Centre . Via the main entrance,AHUNTSIC,45.5539,-73.667,100
4129,STADE,CSEDESMART,Centre Sportif Etienne Desmarteaux,3430 de Bellechasse RU MONTREAL (ROSEMONT) H2L3N8,Etienne Desmarteaux sport center. Via the main entrance,ROSEMONT,45.5585,-73.5901,100
4182,STADE,CSJROUGEAU,Centre Sportif Jean-Rougeau,8000 De Normanville RU MONTREAL (VILLERAY/ST-MICHEL/PARC EXT) H1W2L4,Jean Rougeau Sport center . Via the main entrance,VILLERAY,45.5556,-73.617,100
4230,LOISIRS,CSPORT NDG,Centre Sportif Notre-Dame-De-Grace,6445 de Monkland AV MONTREAL (COTE-DES-NEIGES/NDG) H4B1H2,Centre Sportif Notre-Dame-De-Grace EMB/DEB Via the main door,COTE-DES-NEIGES,45.496,-73.6247,100
5816,LOISIRS,CSPORTUQAM,Centre sportif UQAM,1212 Sanguinet RU MONTREAL (VILLE-MARIE) H2X3E4,UQAM sports center. Via the main entrance.,VILLE-MARIE,45.5126,-73.554,100
4087,LOISIRS,CSTDENIS,Centre St-Denis,5115 Rivard RU MONTREAL (PLATEAU MONT-ROYAL) H2J1E7,Saint-Denis Center . Via the main entrance,PLATEAU MONT-ROYAL,45.526,-73.58,100
4105,LOISIRS,CHALARTSEG,Chalet Arthur-Seguin,365 Saint-Louis AV POINTE-CLAIRE H9J1R9,Arthur-Seguin chalet . Via the main entrance by the parking lot at Paratransit pictogram,POINTE-CLAIRE,45.4486,-73.8167,100
3807,RELIGION,CHAPELLERE,Chapelle de la Reparation,3650 De La Rousseliere BV Chapelle de la reparation MONTREAL (POINTE-AUX-TREMBLES/RDP) H1A2X9,Chapelle de la Reparation . : EMB/DEB in front of the church,POINTE-AUX-TREMBLES,45.6473,-73.494,100
4179,LOISIRS,CHAPITOMAI,Chapiteau du CCSE Maisonneuve,4375 Ontario RU E Chapiteau MONTREAL (HOCHELAGA/MAISONNEUVE) H1V1K2,Chapiteau du CCSE Maisonneuve . Via by the main door in front of the tent,HOCHELAGA,45.5498,-73.5416,100
1416,MAGASIN,CHAPTERPCL,Chapter's Pointe-Claire,6361 Transcanadienne VO POINTE-CLAIRE H9R1Y4,Chapter's Pointe-Claire. Via the entrance of the Chapter's store.,POINTE-CLAIRE,45.4486,-73.8167,100
1368,MAGASIN,RUBINOCAPT,Chaussures Rubino CAPointes-aux-Trembles,1400 Saint-Jean-Baptiste BV Rubino MONTREAL (POINTE-AUX-TREMBLES/RDP) H1B4A5,Rubino Store Place Pointes-aux-Trembles shopping center. Via the Rubino Store main entrance.,POINTE-AUX-TREMBLES,45.6473,-73.494,100
1600,Centres d'hébergement de soins de longue durée (CHSLD),HBAYVIEW,CHSLD Bayview,27 du Bord-du-Lac - Lakeshore CH CHSLD POINTE-CLAIRE H9S4H1,CHSLD Bayview. Via the main entrance.,POINTE-CLAIRE,45.4486,-73.8167,100
1601,Centres d'hébergement de soins de longue durée (CHSLD),HLDLBOURGE,CHSLD Bourget,11570 Notre-Dame RU E MONTREAL (POINTE-AUX-TREMBLES/RDP) H1N3M5,CHSLD Bourget. Via the ambulance entrance.,POINTE-AUX-TREMBLES,45.6473,-73.494,100
1602,Centres d'hébergement de soins de longue durée (CHSLD),HLDBUSSY,CHSLD Bussey,2069 Saint-Joseph BV LACHINE H8S4B7,"CHSLD Bussey. Via the main entrance,",LACHINE,45.4413,-73.6871,100
1603,Centres d'hébergement de soins de longue durée (CHSLD),HLDCBOOTH,CHSLD Catherine Booth,4375 Montclair AV MONTREAL (COTE-DES-NEIGES/NDG) H4B2G5,CHSLD Catherine Booth. Via Walkley Avenue parking lot entrance.,COTE-DES-NEIGES,45.496,-73.6247,100
1607,Centres d'hébergement de soins de longue durée (CHSLD),HLDMAIMONI,CHSLD Centre Geriatrique MaÃ¯monides,5795 Caldwell AV COTE-SAINT-LUC H4W1W3,CHSLD Maimonides Geriatric Center. Via the main entrance.,COTE-SAINT-LUC,45.4712,-73.6658,100
1605,Centres d'hébergement de soins de longue durée (CHSLD),HLDLCHAMPL,CHSLD Champlain,1325 Crawford RU VERDUN H4H2N6,CHSLD Champlain. Via the main entrance.,VERDUN,45.4615,-73.5674,100
1615,Centres d'hébergement de soins de longue durée (CHSLD),HLDCHAMPLA,CHSLD Champlain-Manoir Verdun,5500 LaSalle BV CHSLD VERDUN H4H1N9,CHSLD Champlain-Manoir Verdun. Via the main entrance.,VERDUN,45.4615,-73.5674,100
1641,Centres d'hébergement de soins de longue durée (CHSLD),CHSLDDENIS,CHSLD Denis-Benjamin-Viger,3292 Cherrier CH MONTREAL (ILE-BIZARD/STE-GENEVIEVE) H9C1E4,CHSLD Denis-Benjamin-Viger. Via the main entrance.,ILE-BIZARD,45.4815,-73.8815,100
1633,Centres d'hébergement de soins de longue durée (CHSLD),HLDDSEIGNE,CHSLD Des Seigneurs,1800 Saint-Jacques RU MONTREAL (SUD-OUEST) H3J2R5,CHSLD Des Seigneurs. Via the main entrance.,SUD-OUEST,45.4791,-73.5812,100
1635,Centres d'hébergement de soins de longue durée (CHSLD),HLDDESORME,CHSLD Dollard-des-Ormeaux,197 Thornhill RU CHSLD DOLLARD-DES-ORMEAUX H9B3H8,CHSLD Dollard-des-Ormeaux. Via the main entrance.,DOLLARD-DES-ORMEAUX,45.4935,-73.8275,100
1640,Centres d'hébergement de soins de longue durée (CHSLD),HLDGOUIN,CHSLD Gouin Inc,4445 Henri-Bourassa BV E MONTREAL-NORD H1Z2C2,CHSLD Gouin. Via the door to the rear parking lot of the building.,MONTREAL-NORD,45.6085,-73.6172,100
1608,Centres d'hébergement de soins de longue durée (CHSLD),HLDLGDART,CHSLD Grace-Dart (Ste-Catherine),5155 Sainte-Catherine RU E MONTREAL (HOCHELAGA/MAISONNEUVE) H1V2A5,CHSLD Grace-Dart. Via the main entrance.,HOCHELAGA,45.5498,-73.5416,100
1638,Centres d'hébergement de soins de longue durée (CHSLD),CHBRADETRE,CHSLD Henri-Bradet,6465 Chester AV CHSLD MONTREAL (COTE-DES-NEIGES/NDG) H4V2Z8,CHSLD Henri-Bradet. Via the main entrance.,COTE-DES-NEIGES,45.496,-73.6247,100
1634,Centres d'hébergement de soins de longue durée (CHSLD),RESHVETERA,CHSLD HÃ´pital des Veterans,305 des Anciens-Combattants BV Residence Pavillon du Souvenir SAINTE-ANNE-DE-BELLEVUE H9X1Y9,Veterans Hospital Residence. Via by Souvenir Pavilion.,SAINTE-ANNE-DE-BELLEVUE,45.4069,-73.9512,100
1612,Centres d'hébergement de soins de longue durée (CHSLD),HJHCHARBON,CHSLD J.-Henri Charbonneau,3095 Sherbrooke RU E MONTREAL (ROSEMONT) H1W1B2,CHSLD J.-Henri Charbonneau. Via the main entrance.,ROSEMONT,45.5585,-73.5901,100
1611,Centres d'hébergement de soins de longue durée (CHSLD),HJVIGER,CHSLD Jacques Viger,1051 Saint-Hubert RU MONTREAL (VILLE-MARIE) H2L3Y5,CHSLD Jacques-Viger. Via the entrance of 897 de la Gauchetiere street.,VILLE-MARIE,45.5126,-73.554,100
1636,Centres d'hébergement de soins de longue durée (CHSLD),CHLDRESBIE,CHSLD Jean-Hubert-Biermans,7905 Sherbrooke RU E CHSLD Biermans-Triest MONTREAL (HOCHELAGA/MAISONNEUVE) H1L1A4,CHSLD Jean-Hubert-Biermans. Via the main entrance.,HOCHELAGA,45.5498,-73.5416,100
1642,Centres d'hébergement de soins de longue durée (CHSLD),CHSLDLEBER,CHSLD Jeanne-Le ber,7445 Hochelaga RU MONTREAL (HOCHELAGA/MAISONNEUVE) H1N3V2,CHSLD Jeanne-Le ber. Via the main entrance.,HOCHELAGA,45.5498,-73.5416,100
1610,Centres d'hébergement de soins de longue durée (CHSLD),CHSLDHAVRE,CHSLD Joseph-Francois-Perrault,7400 Saint-Michel BV MONTREAL (VILLERAY/ST-MICHEL/PARC EXT) H2A2Z8,CHSLD Joseph-Francois-Perrault. Via the main entrance.,VILLERAY,45.5556,-73.617,100
1613,Centres d'hébergement de soins de longue durée (CHSLD),HLDJUIFESP,CHSLD Juif de l'Esperance,5725 Victoria AV MONTREAL (COTE-DES-NEIGES/NDG) H3W3H6,Jewish Eldercare Center. Via the main entrance.,COTE-DES-NEIGES,45.496,-73.6247,100
1616,Centres d'hébergement de soins de longue durée (CHSLD),HLDCJUIFMD,CHSLD Juif de Montreal,5750 Lavoie RU CHSLD MONTREAL (COTE-DES-NEIGES/NDG) H3W3H5,Jewish Eldercare Geriatric. Via the main entrance of the residence.,COTE-DES-NEIGES,45.496,-73.6247,100
1625,Centres d'hébergement de soins de longue durée (CHSLD),HLDJRICHAR,CHSLD Julius Richardson,6440 Cote-Saint-Luc CH MONTREAL (COTE-DES-NEIGES/NDG) H4V1E9,CHSLD Julius Richardson. Via door P2 from the Ambulances entrance at the TA Pictogram.,COTE-DES-NEIGES,45.496,-73.6247,100
1644,Centres d'hébergement de soins de longue durée (CHSLD),HRICHARDSO,CHSLD Julius Richardson,5425 Bessborough AV MONTREAL (COTE-DES-NEIGES/NDG) H4V2S7,CHSLD Julius Richardson. Via the entrance to door P2 at the Ambulance entrance with the TA Pictogram.,COTE-DES-NEIGES,45.496,-73.6247,100
1628,Centres d'hébergement de soins de longue durée (CHSLD),HLDSTLAURE,CHSLD Les Cedres Saint-Laurent,1275 Cote-Vertu BV SAINT-LAURENT H4L3Z2,CHSLD Les Cedres. Via the glazed garage on Sainte-Croix Street.,SAINT-LAURENT,45.5003,-73.703,100
1632,Centres d'hébergement de soins de longue durée (CHSLD),CHSLDMSTJO,CHSLD Maison St-Joseph,5605 Beaubien RU E MONTREAL (ROSEMONT) H1T1X4,CHSLD Maison St-Joseph. Via the main entrance.,ROSEMONT,45.5585,-73.5901,100
1637,Centres d'hébergement de soins de longue durée (CHSLD),MDPSH,CHSLD Mance-Decary (Saint-Henri),5205 Notre-Dame RU O MONTREAL (SUD-OUEST) H4C3L2,CHSLD Mance-Decary (Saint-Henri). Via the main entrance.,SUD-OUEST,45.4791,-73.5812,100
1614,Centres d'hébergement de soins de longue durée (CHSLD),HLDMANCAR,CHSLD Manoir Cartierville,12235 Grenet RU MONTREAL (AHUNTSIC/CARTIERVILLE) H4J2N9,CHSLD Manoir Cartierville. Via the main entrance.,AHUNTSIC,45.5539,-73.667,100
1618,Centres d'hébergement de soins de longue durée (CHSLD),HMCLARET,CHSLD Marie-Claret,3345 Henri-Bourassa BV E MONTREAL-NORD H1H1H6,CHSLD Marie-Claret. Via the main entrance.,MONTREAL-NORD,45.6085,-73.6172,100
1619,Centres d'hébergement de soins de longue durée (CHSLD),HLDMSINAI,CHSLD Mont-SinaÃ¯,5690 Cavendish BV COTE-SAINT-LUC H4W1S7,Mount SinaÃ¯ Hospital. Via the main entrance.,COTE-SAINT-LUC,45.4712,-73.6658,100
1620,Centres d'hébergement de soins de longue durée (CHSLD),HLDNPICHE,CHSLD Nazaire Piche,150 15e AV LACHINE H8P2R2,CHSLD Nazaire Piche. Via the main entrance at the TA Pictogram.,LACHINE,45.4413,-73.6871,100
1621,Centres d'hébergement de soins de longue durée (CHSLD),HLDNDMERCI,CHSLD Notre-Dame-de-la-Merci,555 Gouin BV O MONTREAL (AHUNTSIC/CARTIERVILLE) H3L1K5,CHSLD Notre-Dame-de-la-Merci. Via main entrance.,AHUNTSIC,45.5539,-73.667,100
1604,Centres d'hébergement de soins de longue durée (CHSLD),HLDSCBORRO,CHSLD Paul-Emile-Leger,66 Rene-Levesque BV E MONTREAL (VILLE-MARIE) H3Z1J9,CHSLD Paul-Emile-Leger. Via the entrance on Saint-Dominique street.,VILLE-MARIE,45.5126,-73.554,100
1639,Centres d'hébergement de soins de longue durée (CHSLD),HLDPGOUIN,CHSLD Paul-Gouin,5900 De Saint-Vallier RU MONTREAL (ROSEMONT) H2S2P3,CHSLD Paul-Gouin. Via the main entrance.,ROSEMONT,45.5585,-73.5901,100
1630,Centres d'hébergement de soins de longue durée (CHSLD),hldtriest,CHSLD Pierre-Joseph Triest,4900 Lapointe BV CHSLD MONTREAL (HOCHELAGA/MAISONNEUVE) H1K4W9,CHSLD Pierre-Joseph Triest. Via the CHSLD main entrance.,HOCHELAGA,45.5498,-73.5416,100
1622,Centres d'hébergement de soins de longue durée (CHSLD),HLDMROYAL,CHSLD Plateau Mont-Royal,4255 Papineau AV MONTREAL (PLATEAU MONT-ROYAL) H2H2P6,CHSLD Plateau Mont-Royal. Via the main entrance.,PLATEAU MONT-ROYAL,45.526,-73.58,100
